code project,Length(km),Type of road,constructed road Type,Number Line,width road(m),slope land%,Cost Estimation(milion_rials)
34,4.697007104,Mainroad ,Highway ,1,6.55,5-33 %,516670.7814
34,4.717796474,Mainroad ,Highway ,1,6.55,5-33 %,518957.6122
34,4.731145295,Mainroad ,Highway ,1,6.55,5-33 %,520425.9825
34,4.740074225,Mainroad ,Highway ,1,6.55,5-33 %,521408.1647
34,4.740305634,Mainroad ,Highway ,1,6.55,5-33 %,521433.6197
34,4.741028582,Mainroad ,Highway ,1,6.55,5-33 %,521513.144
34,4.756546354,Mainroad ,Highway ,1,6.55,5-33 %,523220.0989
34,4.761271174,Mainroad ,Highway ,1,6.55,5-33 %,523739.8291
34,4.774126241,Mainroad ,Highway ,1,6.55,5-33 %,525153.8865
34,4.787704742,Mainroad ,Highway ,1,6.55,5-33 %,526647.5217
34,4.798667421,Mainroad ,Highway ,1,6.55,5-33 %,527853.4164
34,4.80273039,Mainroad ,Highway ,1,6.55,5-33 %,528300.3429
34,4.808308644,Mainroad ,Highway ,1,6.55,5-33 %,528913.9508
34,4.809882455,Mainroad ,Highway ,1,6.55,5-33 %,529087.07
34,4.822875939,Mainroad ,Highway ,1,6.55,5-33 %,530516.3533
34,4.82599028,Mainroad ,Highway ,1,6.55,5-33 %,530858.9308
34,4.826915227,Mainroad ,Highway ,1,6.55,5-33 %,530960.675
34,4.82813003,Mainroad ,Highway ,1,6.55,5-33 %,531094.3033
34,4.835599515,Mainroad ,Highway ,1,6.55,5-33 %,531915.9467
34,4.837175422,Mainroad ,Highway ,1,6.55,5-33 %,532089.2964
34,4.84720947,Mainroad ,Highway ,1,6.55,5-33 %,533193.0417
34,4.850873063,Mainroad ,Highway ,1,6.55,5-33 %,533596.0369
34,4.856806229,Mainroad ,Highway ,1,6.55,5-33 %,534248.6852
34,4.861231374,Mainroad ,Highway ,1,6.55,5-33 %,534735.4511
34,4.86760925,Mainroad ,Highway ,1,6.55,5-33 %,535437.0175
34,4.867737385,Mainroad ,Highway ,1,6.55,5-33 %,535451.1124
34,4.872512143,Mainroad ,Highway ,1,6.55,5-33 %,535976.3358
34,4.886697268,Mainroad ,Highway ,1,6.55,5-33 %,537536.6995
34,4.900568231,Mainroad ,Highway ,1,6.55,5-33 %,539062.5054
34,4.901117087,Mainroad ,Highway ,1,6.55,5-33 %,539122.8796
34,4.910765074,Mainroad ,Highway ,1,6.55,5-33 %,540184.1581
34,4.910881132,Mainroad ,Highway ,1,6.55,5-33 %,540196.9245
34,4.916952594,Mainroad ,Highway ,1,6.55,5-33 %,540864.7854
34,4.917843149,Mainroad ,Highway ,1,6.55,5-33 %,540962.7464
34,4.919894479,Mainroad ,Highway ,1,6.55,5-33 %,541188.3926
34,4.92047884,Mainroad ,Highway ,1,6.55,5-33 %,541252.6724
34,4.92447754,Mainroad ,Highway ,1,6.55,5-33 %,541692.5294
34,4.936134373,Mainroad ,Highway ,1,6.55,5-33 %,542974.781
34,4.937271239,Mainroad ,Highway ,1,6.55,5-33 %,543099.8363
34,4.94192822,Mainroad ,Highway ,1,6.55,5-33 %,543612.1042
34,4.942510298,Mainroad ,Highway ,1,6.55,5-33 %,543676.1328
34,4.942732806,Mainroad ,Highway ,1,6.55,5-33 %,543700.6086
34,4.94556093,Mainroad ,Highway ,1,6.55,5-33 %,544011.7023
34,4.951307664,Mainroad ,Highway ,1,6.55,5-33 %,544643.843
34,4.98845344,Mainroad ,Highway ,1,6.55,5-33 %,548729.8784
36,1.48665,Mainroad ,Highway ,1,6.55,0-5 %,111498.75
36,1.51237,Mainroad ,Highway ,1,6.55,0-5 %,113427.75
36,3.6962299,Mainroad ,Highway ,1,6.55,0-5 %,277217.2425
36,4.7414699,Mainroad ,Highway ,1,6.55,0-5 %,355610.2425
36,4.82341,Mainroad ,Highway ,1,6.55,0-5 %,361755.75
36,4.96104,Mainroad ,Highway ,1,6.55,0-5 %,372078
36,4.9614601,Mainroad ,Highway ,1,6.55,0-5 %,372109.5075
36,4.9622102,Mainroad ,Highway ,1,6.55,0-5 %,372165.765
36,4.96348,Mainroad ,Highway ,1,6.55,0-5 %,372261
36,4.9721298,Mainroad ,Highway ,1,6.55,0-5 %,372909.735
36,4.97579,Mainroad ,Highway ,1,6.55,0-5 %,373184.25
36,4.9796901,Mainroad ,Highway ,1,6.55,0-5 %,373476.7575
36,4.9819999,Mainroad ,Highway ,1,6.55,0-5 %,373649.9925
36,4.9874802,Mainroad ,Highway ,1,6.55,0-5 %,374061.015
36,4.9890199,Mainroad ,Highway ,1,6.55,0-5 %,374176.4925
36,4.9972,Mainroad ,Highway ,1,6.55,0-5 %,374790
36,4.9990201,Mainroad ,Highway ,1,6.55,0-5 %,374926.5075
36,0.624607,Mainroad ,Highway ,1,6.55,5-33 %,68706.77
36,0.626037,Mainroad ,Highway ,1,6.55,5-33 %,68864.07
36,0.853168,Mainroad ,Highway ,1,6.55,5-33 %,93848.48
36,1.67723,Mainroad ,Highway ,1,6.55,5-33 %,184495.3
36,1.67723,Mainroad ,Highway ,1,6.55,5-33 %,184495.3
36,2.1862099,Mainroad ,Highway ,1,6.55,5-33 %,240483.089
36,3.5567,Mainroad ,Highway ,1,6.55,5-33 %,391237
36,3.7660899,Mainroad ,Highway ,1,6.55,5-33 %,414269.889
36,4.24541,Mainroad ,Highway ,1,6.55,5-33 %,466995.1
36,4.24541,Mainroad ,Highway ,1,6.55,5-33 %,466995.1
36,4.5374999,Mainroad ,Highway ,1,6.55,5-33 %,499124.989
36,4.54597,Mainroad ,Highway ,1,6.55,5-33 %,500056.7
36,4.7923899,Mainroad ,Highway ,1,6.55,5-33 %,527162.889
36,4.8446398,Mainroad ,Highway ,1,6.55,5-33 %,532910.378
36,4.86062,Mainroad ,Highway ,1,6.55,5-33 %,534668.2
36,4.8704901,Mainroad ,Highway ,1,6.55,5-33 %,535753.911
36,4.8843498,Mainroad ,Highway ,1,6.55,5-33 %,537278.478
36,4.8957801,Mainroad ,Highway ,1,6.55,5-33 %,538535.811
36,4.89994,Mainroad ,Highway ,1,6.55,5-33 %,538993.4
36,4.9162102,Mainroad ,Highway ,1,6.55,5-33 %,540783.122
36,4.9197001,Mainroad ,Highway ,1,6.55,5-33 %,541167.011
36,4.9219098,Mainroad ,Highway ,1,6.55,5-33 %,541410.078
36,4.9246402,Mainroad ,Highway ,1,6.55,5-33 %,541710.422
36,4.9260302,Mainroad ,Highway ,1,6.55,5-33 %,541863.322
36,4.9284801,Mainroad ,Highway ,1,6.55,5-33 %,542132.811
36,4.9327402,Mainroad ,Highway ,1,6.55,5-33 %,542601.422
36,4.93716,Mainroad ,Highway ,1,6.55,5-33 %,543087.6
36,4.9396701,Mainroad ,Highway ,1,6.55,5-33 %,543363.711
36,4.9452,Mainroad ,Highway ,1,6.55,5-33 %,543972
36,4.9621201,Mainroad ,Highway ,1,6.55,5-33 %,545833.211
36,4.9644299,Mainroad ,Highway ,1,6.55,5-33 %,546087.289
36,4.9650102,Mainroad ,Highway ,1,6.55,5-33 %,546151.122
36,4.9756498,Mainroad ,Highway ,1,6.55,5-33 %,547321.478
36,4.9836602,Mainroad ,Highway ,1,6.55,5-33 %,548202.622
36,4.98592,Mainroad ,Highway ,1,6.55,5-33 %,548451.2
36,4.9872499,Mainroad ,Highway ,1,6.55,5-33 %,548597.489
36,4.9900899,Mainroad ,Highway ,1,6.55,5-33 %,548909.889
36,4.9989901,Mainroad ,Highway ,1,6.55,5-33 %,549888.911
36,4.9992099,Mainroad ,Highway ,1,6.55,5-33 %,549913.089
36,4.9992599,Mainroad ,Highway ,1,6.55,5-33 %,549918.589
36,4.99964,Mainroad ,Highway ,1,6.55,5-33 %,549960.4
36,4.9998899,Mainroad ,Highway ,1,6.55,5-33 %,549987.889
36,4.8874602,Mainroad ,Highway ,1,6.55,33-70 %,1466238.06
37,4.060285541,Secondary Road class 1,Highway ,1,7.7,5-33 %,507535.6926
37,4.060285541,Secondary Road class 1,Highway ,1,7.7,5-33 %,507535.6926
37,4.235738091,Secondary Road class 1,Highway ,1,7.7,5-33 %,529467.2614
37,4.235738091,Secondary Road class 1,Highway ,1,7.7,5-33 %,529467.2614
38,1.373,Mainroad ,Highway ,0,0.3,5-33 %,61785
40,4.68261,Mainroad ,Highway ,1,6.55,0-5 %,351195.75
40,4.1229401,Mainroad ,Highway ,1,6.55,0-5 %,309220.5075
40,4.9563498,Mainroad ,Highway ,1,6.55,0-5 %,371726.235
40,4.9356399,Mainroad ,Highway ,1,6.55,0-5 %,370172.9925
40,4.93466,Mainroad ,Highway ,1,6.55,0-5 %,370099.5
40,2.2867701,Mainroad ,Highway ,1,6.55,5-33 %,251544.711
40,4.9267802,Mainroad ,Highway ,1,6.55,5-33 %,541945.822
40,4.7999701,Mainroad ,Highway ,1,6.55,5-33 %,527996.711
40,4.95016,Mainroad ,Highway ,1,6.55,5-33 %,544517.6
40,4.6280599,Mainroad ,Highway ,1,6.55,5-33 %,509086.589
40,4.9539599,Mainroad ,Highway ,1,6.55,5-33 %,544935.589
40,4.9538202,Mainroad ,Highway ,1,6.55,5-33 %,544920.222
40,4.7898202,Mainroad ,Highway ,1,6.55,5-33 %,526880.222
40,0.34168,Mainroad ,Highway ,1,6.55,5-33 %,37584.8
40,2.3875401,Mainroad ,Highway ,1,6.55,33-70 %,716262.03
40,2.3875401,Mainroad ,Highway ,1,6.55,33-70 %,716262.03
40,4.2297301,Mainroad ,Highway ,1,6.55,70-110 %,2326351.555
40,4.2860599,Mainroad ,Highway ,1,6.55,70-110 %,2357332.945
42,4.4144902,Mainroad ,Mainroad ,1,6.25,0-5 %,176579.608
42,0.377181,Mainroad ,Mainroad ,1,6.25,5-33 %,22630.86
42,1.4428999,Mainroad ,Mainroad ,1,6.25,5-33 %,86573.994
42,2.28615,Mainroad ,Mainroad ,1,6.25,5-33 %,137169
42,4.2414198,Mainroad ,Mainroad ,1,6.25,5-33 %,254485.188
42,4.40905,Mainroad ,Mainroad ,1,6.25,5-33 %,264543
42,4.4242001,Mainroad ,Mainroad ,1,6.25,5-33 %,265452.006
42,4.4876699,Mainroad ,Mainroad ,1,6.25,5-33 %,269260.194
42,4.5075698,Mainroad ,Mainroad ,1,6.25,5-33 %,270454.188
42,4.5588999,Mainroad ,Mainroad ,1,6.25,5-33 %,273533.994
42,4.5988698,Mainroad ,Mainroad ,1,6.25,5-33 %,275932.188
42,4.6800199,Mainroad ,Mainroad ,1,6.25,5-33 %,280801.194
42,4.76227,Mainroad ,Mainroad ,1,6.25,5-33 %,285736.2
42,4.7749701,Mainroad ,Mainroad ,1,6.25,5-33 %,286498.206
42,0.456603,Mainroad ,Mainroad ,1,6.25,33-70 %,45660.3
42,1.6958801,Mainroad ,Mainroad ,1,6.25,33-70 %,169588.01
42,2.92852,Mainroad ,Mainroad ,1,6.25,33-70 %,292852
42,4.04775,Mainroad ,Mainroad ,1,6.25,33-70 %,404775
42,4.0652399,Mainroad ,Mainroad ,1,6.25,33-70 %,406523.99
42,4.6145401,Mainroad ,Mainroad ,1,6.25,33-70 %,461454.01
42,4.69665,Mainroad ,Mainroad ,1,6.25,33-70 %,469665
42,2.5578599,Mainroad ,Mainroad ,1,6.25,70-110 %,511571.98
43,0.146629,Mainroad ,Highway ,0,0.3,5-33 %,6598.305
43,0.146629,Mainroad ,Highway ,0,0.3,5-33 %,6598.305
43,4.2276702,Mainroad ,Highway ,0,0.3,5-33 %,190245.159
43,0.179438,Mainroad ,Highway ,1,6.55,0-5 %,13457.85
43,0.179438,Mainroad ,Highway ,1,6.55,0-5 %,13457.85
43,0.231384,Mainroad ,Highway ,1,6.55,0-5 %,17353.8
43,0.232323,Mainroad ,Highway ,1,6.55,0-5 %,17424.225
43,0.874681,Mainroad ,Highway ,1,6.55,0-5 %,65601.075
43,2.1208,Mainroad ,Highway ,1,6.55,0-5 %,159060
43,2.99244,Mainroad ,Highway ,1,6.55,0-5 %,224433
43,4.2627802,Mainroad ,Highway ,1,6.55,0-5 %,319708.515
43,4.4292598,Mainroad ,Highway ,1,6.55,0-5 %,332194.485
43,4.5669398,Mainroad ,Highway ,1,6.55,0-5 %,342520.485
43,4.8198199,Mainroad ,Highway ,1,6.55,0-5 %,361486.4925
43,4.8520098,Mainroad ,Highway ,1,6.55,0-5 %,363900.735
43,0.152549,Mainroad ,Highway ,1,6.55,5-33 %,16780.39
43,0.152549,Mainroad ,Highway ,1,6.55,5-33 %,16780.39
43,0.366216,Mainroad ,Highway ,1,6.55,5-33 %,40283.76
43,0.366216,Mainroad ,Highway ,1,6.55,5-33 %,40283.76
43,0.912624,Mainroad ,Highway ,1,6.55,5-33 %,100388.64
43,0.933442,Mainroad ,Highway ,1,6.55,5-33 %,102678.62
43,1.50539,Mainroad ,Highway ,1,6.55,5-33 %,165592.9
43,1.76957,Mainroad ,Highway ,1,6.55,5-33 %,194652.7
43,1.85864,Mainroad ,Highway ,1,6.55,5-33 %,204450.4
43,2.0692501,Mainroad ,Highway ,1,6.55,5-33 %,227617.511
43,2.12308,Mainroad ,Highway ,1,6.55,5-33 %,233538.8
43,2.12308,Mainroad ,Highway ,1,6.55,5-33 %,233538.8
43,2.2757499,Mainroad ,Highway ,1,6.55,5-33 %,250332.489
43,2.3238399,Mainroad ,Highway ,1,6.55,5-33 %,255622.389
43,2.33534,Mainroad ,Highway ,1,6.55,5-33 %,256887.4
43,2.35149,Mainroad ,Highway ,1,6.55,5-33 %,258663.9
43,2.6536,Mainroad ,Highway ,1,6.55,5-33 %,291896
43,3.1149299,Mainroad ,Highway ,1,6.55,5-33 %,342642.289
43,3.26161,Mainroad ,Highway ,1,6.55,5-33 %,358777.1
43,3.3591599,Mainroad ,Highway ,1,6.55,5-33 %,369507.589
43,3.6184599,Mainroad ,Highway ,1,6.55,5-33 %,398030.589
43,3.6666601,Mainroad ,Highway ,1,6.55,5-33 %,403332.611
43,4.0499301,Mainroad ,Highway ,1,6.55,5-33 %,445492.311
43,4.06212,Mainroad ,Highway ,1,6.55,5-33 %,446833.2
43,4.0941,Mainroad ,Highway ,1,6.55,5-33 %,450351
43,4.12714,Mainroad ,Highway ,1,6.55,5-33 %,453985.4
43,4.1276202,Mainroad ,Highway ,1,6.55,5-33 %,454038.222
43,4.1798401,Mainroad ,Highway ,1,6.55,5-33 %,459782.411
43,4.2284498,Mainroad ,Highway ,1,6.55,5-33 %,465129.478
43,4.3038702,Mainroad ,Highway ,1,6.55,5-33 %,473425.722
43,4.3408799,Mainroad ,Highway ,1,6.55,5-33 %,477496.789
43,4.3460302,Mainroad ,Highway ,1,6.55,5-33 %,478063.322
43,4.3490901,Mainroad ,Highway ,1,6.55,5-33 %,478399.911
43,4.3768101,Mainroad ,Highway ,1,6.55,5-33 %,481449.111
43,4.3856101,Mainroad ,Highway ,1,6.55,5-33 %,482417.111
43,4.3900599,Mainroad ,Highway ,1,6.55,5-33 %,482906.589
43,4.4009299,Mainroad ,Highway ,1,6.55,5-33 %,484102.289
43,4.4542799,Mainroad ,Highway ,1,6.55,5-33 %,489970.789
43,4.4861498,Mainroad ,Highway ,1,6.55,5-33 %,493476.478
43,4.5342898,Mainroad ,Highway ,1,6.55,5-33 %,498771.878
43,4.5765901,Mainroad ,Highway ,1,6.55,5-33 %,503424.911
43,4.5911698,Mainroad ,Highway ,1,6.55,5-33 %,505028.678
43,4.6048598,Mainroad ,Highway ,1,6.55,5-33 %,506534.578
43,4.6068201,Mainroad ,Highway ,1,6.55,5-33 %,506750.211
43,4.6089101,Mainroad ,Highway ,1,6.55,5-33 %,506980.111
43,4.6482801,Mainroad ,Highway ,1,6.55,5-33 %,511310.811
43,4.6781902,Mainroad ,Highway ,1,6.55,5-33 %,514600.922
43,4.7112002,Mainroad ,Highway ,1,6.55,5-33 %,518232.022
43,4.7157502,Mainroad ,Highway ,1,6.55,5-33 %,518732.522
43,4.7747102,Mainroad ,Highway ,1,6.55,5-33 %,525218.122
43,4.8243499,Mainroad ,Highway ,1,6.55,5-33 %,530678.489
43,4.8494902,Mainroad ,Highway ,1,6.55,5-33 %,533443.922
43,4.85991,Mainroad ,Highway ,1,6.55,5-33 %,534590.1
43,4.8687,Mainroad ,Highway ,1,6.55,5-33 %,535557
43,4.8708701,Mainroad ,Highway ,1,6.55,5-33 %,535795.711
43,4.9068499,Mainroad ,Highway ,1,6.55,5-33 %,539753.489
43,4.9283299,Mainroad ,Highway ,1,6.55,5-33 %,542116.289
43,4.9387999,Mainroad ,Highway ,1,6.55,5-33 %,543267.989
43,2.5077701,Mainroad ,Highway ,0,0.3,33-70 %,501554.02
43,0.0877444,Mainroad ,Highway ,1,6.55,33-70 %,26323.32
43,0.0877444,Mainroad ,Highway ,1,6.55,33-70 %,26323.32
43,0.947745,Mainroad ,Highway ,1,6.55,33-70 %,284323.5
43,1.59934,Mainroad ,Highway ,1,6.55,33-70 %,479802
43,2.16611,Mainroad ,Highway ,1,6.55,33-70 %,649833
43,3.2564499,Mainroad ,Highway ,1,6.55,33-70 %,976934.97
43,3.48212,Mainroad ,Highway ,1,6.55,33-70 %,1044636
43,4.1188202,Mainroad ,Highway ,1,6.55,33-70 %,1235646.06
43,4.40482,Mainroad ,Highway ,1,6.55,33-70 %,1321446
43,4.4857302,Mainroad ,Highway ,1,6.55,33-70 %,1345719.06
43,4.5522299,Mainroad ,Highway ,1,6.55,33-70 %,1365668.97
43,4.5822902,Mainroad ,Highway ,1,6.55,33-70 %,1374687.06
43,4.7160501,Mainroad ,Highway ,1,6.55,33-70 %,1414815.03
43,4.7705598,Mainroad ,Highway ,1,6.55,33-70 %,1431167.94
43,2.3845999,Mainroad ,Highway ,1,6.55,70-110 %,1311529.945
43,3.6161301,Mainroad ,Highway ,1,6.55,70-110 %,1988871.555
50,4.945954137,Mainroad ,Highway ,0,0.3,0-5 %,173108.3948
50,4.990093217,Mainroad ,Highway ,0,0.3,0-5 %,174653.2626
50,4.991011811,Mainroad ,Highway ,0,0.3,0-5 %,174685.4134
50,4.739560727,Mainroad ,Highway ,0,0.3,5-33 %,213280.2327
50,4.793145879,Mainroad ,Highway ,0,0.3,5-33 %,215691.5646
50,4.793212003,Mainroad ,Highway ,0,0.3,5-33 %,215694.5401
50,4.905159069,Mainroad ,Highway ,0,0.3,5-33 %,220732.1581
50,4.957974603,Mainroad ,Highway ,0,0.3,5-33 %,223108.8571
50,4.225890442,Mainroad ,Highway ,1,6.55,0-5 %,316941.7832
50,0.098309333,Mainroad ,Highway ,1,6.55,5-33 %,10814.02664
50,0.098309333,Mainroad ,Highway ,1,6.55,5-33 %,10814.02664
50,1.110771868,Mainroad ,Highway ,1,6.55,5-33 %,122184.9055
50,1.110771868,Mainroad ,Highway ,1,6.55,5-33 %,122184.9055
50,1.430693745,Mainroad ,Highway ,1,6.55,5-33 %,157376.312
50,1.430693745,Mainroad ,Highway ,1,6.55,5-33 %,157376.312
50,2.605816446,Mainroad ,Highway ,1,6.55,5-33 %,286639.809
50,2.764956284,Mainroad ,Highway ,1,6.55,5-33 %,304145.1912
50,3.140297319,Mainroad ,Highway ,1,6.55,5-33 %,345432.7051
50,3.140297319,Mainroad ,Highway ,1,6.55,5-33 %,345432.7051
50,4.444255753,Mainroad ,Highway ,1,6.55,5-33 %,488868.1328
50,4.644407833,Mainroad ,Highway ,1,6.55,5-33 %,510884.8616
50,4.770806199,Mainroad ,Highway ,1,6.55,5-33 %,524788.6818
50,4.878115065,Mainroad ,Highway ,1,6.55,5-33 %,536592.6572
50,4.941195937,Mainroad ,Highway ,1,6.55,5-33 %,543531.5531
50,0.06769912,No way,Highway ,2,12.8,0-5 %,10561.06276
50,0.06769912,No way,Highway ,2,12.8,0-5 %,10561.06276
50,4.383459886,No way,Highway ,2,12.8,0-5 %,683819.7423
50,5,No way,Highway ,2,12.8,0-5 %,780000
50,5,No way,Highway ,2,12.8,0-5 %,780000
50,5,No way,Highway ,2,12.8,0-5 %,780000
50,0.73578588,No way,Highway ,2,12.8,5-33 %,167391.2878
50,1.656716137,No way,Highway ,2,12.8,5-33 %,376902.9212
50,1.656716137,No way,Highway ,2,12.8,5-33 %,376902.9212
50,4.383459886,No way,Highway ,2,12.8,5-33 %,997237.1241
50,5,No way,Highway ,2,12.8,5-33 %,1137500
50,5,No way,Highway ,2,12.8,5-33 %,1137500
52,0.070517527,Mainroad ,Highway ,1,6.55,0-5 %,5288.814489
52,0.070517527,Mainroad ,Highway ,1,6.55,0-5 %,5288.814489
52,0.694591021,Mainroad ,Highway ,1,6.55,0-5 %,52094.3266
52,1.343296898,Mainroad ,Highway ,1,6.55,0-5 %,100747.2674
52,3.033490797,Mainroad ,Highway ,1,6.55,0-5 %,227511.8098
52,3.044918647,Mainroad ,Highway ,1,6.55,0-5 %,228368.8985
52,3.697553003,Mainroad ,Highway ,1,6.55,0-5 %,277316.4752
52,3.877311803,Mainroad ,Highway ,1,6.55,0-5 %,290798.3852
52,4.216355973,Mainroad ,Highway ,1,6.55,0-5 %,316226.698
52,4.335875649,Mainroad ,Highway ,1,6.55,0-5 %,325190.6737
52,4.351697552,Mainroad ,Highway ,1,6.55,0-5 %,326377.3164
52,4.575648099,Mainroad ,Highway ,1,6.55,0-5 %,343173.6075
52,4.594318009,Mainroad ,Highway ,1,6.55,0-5 %,344573.8507
52,4.603361552,Mainroad ,Highway ,1,6.55,0-5 %,345252.1164
52,4.719758509,Mainroad ,Highway ,1,6.55,0-5 %,353981.8882
52,4.734494855,Mainroad ,Highway ,1,6.55,0-5 %,355087.1141
52,4.757141544,Mainroad ,Highway ,1,6.55,0-5 %,356785.6158
52,4.821954234,Mainroad ,Highway ,1,6.55,0-5 %,361646.5676
52,4.859222778,Mainroad ,Highway ,1,6.55,0-5 %,364441.7084
52,4.88014418,Mainroad ,Highway ,1,6.55,0-5 %,366010.8135
52,4.900855497,Mainroad ,Highway ,1,6.55,0-5 %,367564.1623
52,4.903157578,Mainroad ,Highway ,1,6.55,0-5 %,367736.8183
52,4.916702287,Mainroad ,Highway ,1,6.55,0-5 %,368752.6715
52,4.922493171,Mainroad ,Highway ,1,6.55,0-5 %,369186.9878
52,4.93682983,Mainroad ,Highway ,1,6.55,0-5 %,370262.2373
52,4.952281909,Mainroad ,Highway ,1,6.55,0-5 %,371421.1432
52,4.958991137,Mainroad ,Highway ,1,6.55,0-5 %,371924.3352
52,4.980309407,Mainroad ,Highway ,1,6.55,0-5 %,373523.2055
52,4.980608486,Mainroad ,Highway ,1,6.55,0-5 %,373545.6365
52,4.980611577,Mainroad ,Highway ,1,6.55,0-5 %,373545.8683
52,0.552675794,Mainroad ,Highway ,1,6.55,5-33 %,60794.33739
52,0.689981482,Mainroad ,Highway ,1,6.55,5-33 %,75897.96297
52,0.696198591,Mainroad ,Highway ,1,6.55,5-33 %,76581.84498
52,0.924212733,Mainroad ,Highway ,1,6.55,5-33 %,101663.4006
52,1.352866145,Mainroad ,Highway ,1,6.55,5-33 %,148815.2759
52,1.947387615,Mainroad ,Highway ,1,6.55,5-33 %,214212.6376
52,2.470227014,Mainroad ,Highway ,1,6.55,5-33 %,271724.9716
52,2.693187794,Mainroad ,Highway ,1,6.55,5-33 %,296250.6573
52,2.748670467,Mainroad ,Highway ,1,6.55,5-33 %,302353.7513
52,2.885473285,Mainroad ,Highway ,1,6.55,5-33 %,317402.0614
52,3.23417137,Mainroad ,Highway ,1,6.55,5-33 %,355758.8507
52,3.415795553,Mainroad ,Highway ,1,6.55,5-33 %,375737.5109
52,3.462481491,Mainroad ,Highway ,1,6.55,5-33 %,380872.964
52,3.646459778,Mainroad ,Highway ,1,6.55,5-33 %,401110.5755
52,3.861223761,Mainroad ,Highway ,1,6.55,5-33 %,424734.6137
52,3.893019177,Mainroad ,Highway ,1,6.55,5-33 %,428232.1094
52,4.014320544,Mainroad ,Highway ,1,6.55,5-33 %,441575.2598
52,4.049000513,Mainroad ,Highway ,1,6.55,5-33 %,445390.0564
52,4.088750681,Mainroad ,Highway ,1,6.55,5-33 %,449762.5749
52,4.217890985,Mainroad ,Highway ,1,6.55,5-33 %,463968.0084
52,4.265272501,Mainroad ,Highway ,1,6.55,5-33 %,469179.9751
52,4.339083411,Mainroad ,Highway ,1,6.55,5-33 %,477299.1752
52,4.378436591,Mainroad ,Highway ,1,6.55,5-33 %,481628.0251
52,4.443991028,Mainroad ,Highway ,1,6.55,5-33 %,488839.0131
52,4.44999297,Mainroad ,Highway ,1,6.55,5-33 %,489499.2267
52,4.466674667,Mainroad ,Highway ,1,6.55,5-33 %,491334.2133
52,4.486434252,Mainroad ,Highway ,1,6.55,5-33 %,493507.7677
52,4.5010182,Mainroad ,Highway ,1,6.55,5-33 %,495112.002
52,4.548292662,Mainroad ,Highway ,1,6.55,5-33 %,500312.1928
52,4.607824841,Mainroad ,Highway ,1,6.55,5-33 %,506860.7325
52,4.65892103,Mainroad ,Highway ,1,6.55,5-33 %,512481.3134
52,4.664145602,Mainroad ,Highway ,1,6.55,5-33 %,513056.0162
52,4.707468713,Mainroad ,Highway ,1,6.55,5-33 %,517821.5584
52,4.780220717,Mainroad ,Highway ,1,6.55,5-33 %,525824.2789
52,4.799594306,Mainroad ,Highway ,1,6.55,5-33 %,527955.3737
52,4.811069683,Mainroad ,Highway ,1,6.55,5-33 %,529217.6651
52,4.857145442,Mainroad ,Highway ,1,6.55,5-33 %,534285.9986
52,4.86560837,Mainroad ,Highway ,1,6.55,5-33 %,535216.9207
52,4.872199842,Mainroad ,Highway ,1,6.55,5-33 %,535941.9826
52,4.896038636,Mainroad ,Highway ,1,6.55,5-33 %,538564.25
52,4.901285841,Mainroad ,Highway ,1,6.55,5-33 %,539141.4425
52,4.906481059,Mainroad ,Highway ,1,6.55,5-33 %,539712.9165
52,4.91422796,Mainroad ,Highway ,1,6.55,5-33 %,540565.0756
52,4.932870148,Mainroad ,Highway ,1,6.55,5-33 %,542615.7163
52,4.938907961,Mainroad ,Highway ,1,6.55,5-33 %,543279.8757
52,4.946050027,Mainroad ,Highway ,1,6.55,5-33 %,544065.503
52,4.947632807,Mainroad ,Highway ,1,6.55,5-33 %,544239.6087
52,4.951020513,Mainroad ,Highway ,1,6.55,5-33 %,544612.2564
52,4.957313849,Mainroad ,Highway ,1,6.55,5-33 %,545304.5234
52,4.963609662,Mainroad ,Highway ,1,6.55,5-33 %,545997.0629
52,4.966693996,Mainroad ,Highway ,1,6.55,5-33 %,546336.3395
52,4.966799109,Mainroad ,Highway ,1,6.55,5-33 %,546347.902
52,4.972581048,Mainroad ,Highway ,1,6.55,5-33 %,546983.9152
52,0.609845811,Mainroad ,Highway ,1,6.55,33-70 %,182953.7433
52,4.351840768,Mainroad ,Highway ,1,6.55,33-70 %,1305552.23
52,4.491736855,Mainroad ,Highway ,1,6.55,33-70 %,1347521.057
52,4.742340026,Mainroad ,Highway ,1,6.55,33-70 %,1422702.008
52,4.93148372,Mainroad ,Highway ,1,6.55,33-70 %,1479445.116
53,0.620361062,Mainroad ,Highway ,1,6.55,0-5 %,46527.07968
53,1.005696271,Mainroad ,Highway ,1,6.55,0-5 %,75427.22034
53,2.49999791,Mainroad ,Highway ,1,6.55,0-5 %,187499.8433
53,4.370877941,Mainroad ,Highway ,1,6.55,0-5 %,327815.8456
53,4.434475684,Mainroad ,Highway ,1,6.55,0-5 %,332585.6763
53,4.499168258,Mainroad ,Highway ,1,6.55,0-5 %,337437.6194
53,4.597650579,Mainroad ,Highway ,1,6.55,0-5 %,344823.7934
53,4.607598509,Mainroad ,Highway ,1,6.55,0-5 %,345569.8882
53,4.701957561,Mainroad ,Highway ,1,6.55,0-5 %,352646.817
53,4.813288726,Mainroad ,Highway ,1,6.55,0-5 %,360996.6545
53,4.833192,Mainroad ,Highway ,1,6.55,0-5 %,362489.4
